age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,debt_to_income_ratio,loan_term_risk,loan_defaulted
-1.6263562560379778,0.34350258439568504,-0.7545830941733912,0.7202055775250129,-0.9692643545243702,0.46355447329994925,-0.0074345919264339035,0.5832912616585522,-0.5458629500633383,0.11024642157854947,-0.11482249096135812,-0.6547889539040521,1
0.8585074781703673,-0.4933551474988692,3.865007103204777,-0.4779583612855634,0.8000716035349478,-0.6909442479135295,0.4364969361659393,-1.1654895353189936,-0.5458629500633383,-0.3456567098222516,-0.32364914556398,0.20863078368276705,0
1.4797234117224536,-0.7205141192095577,-0.2865188891526957,0.28596804161203926,-0.0845963754947112,0.49779807943763643,-0.46145547292999745,0.5832912616585522,-0.5458629500633383,-0.7182526747961406,0.7813293037901814,0.18231703929916873,0
1.6867953895731491,-0.20094691146607338,-0.14406456588552743,0.4893190733755148,0.8000716035349478,-0.5882134295004657,0.21453117211975273,-0.582562602993145,-0.5458629500633383,-0.18292540543750022,0.11909340919424083,0.27770436268971255,1
-0.38392438893380526,-0.6291200393661655,-0.8563361822213685,5.097462645063125,1.6847395825646068,-0.7887831225926379,0.7896242880575999,0.5832912616585522,-0.5458629500633383,-1.0324030238685078,5.3767175850743545,0.752174066106469,0
-0.5909963667845007,-0.6552170111681936,-0.02196086022795476,-0.5099445138945305,-1.8539323335540292,0.09665869325329292,-0.24957906179500114,0.5832912616585522,1.3068751070035713,-0.6975188280197893,-0.21923581826266902,-1.5362993907545952,0
0.5478995113943242,-0.21281488776851706,2.298009547265927,0.5204315186252797,-1.8539323335540292,-1.0040286468866764,1.1427516399492603,1.1662181939844007,-0.5458629500633383,-0.7209218596684983,0.14914040985648863,-1.7213179059517707,0
0.5478995113943242,0.4901493251633765,-0.4493238300294593,-0.3548857272850178,1.6847395825646068,0.3510397674189744,-0.30002582635095265,1.1662181939844007,-0.5458629500633383,0.6039502949335996,-0.5755932461169275,1.710158822571845,0
1.376187422797106,-0.13934689265617564,1.606088548539682,-0.9877410911337665,-0.9692643545243702,-0.24577736812358683,0.16408440756380122,1.1662181939844007,1.3068751070035713,0.04535980837194513,-0.7826170806798147,-0.8932572623804118,1
-1.3157482892619348,-0.8774087112493245,-0.12371394827593206,-0.24311154827996656,-0.0845963754947112,-0.30448069293105146,0.46676499489951023,-1.1654895353189936,-0.5458629500633383,-0.7795485988292159,0.5583805588763031,-0.22225678059865525,1
0.8585074781703673,-0.7332760895803953,-0.4289732124198639,-0.7547319261564629,0.8000716035349478,-0.11858683104074608,0.0026547609847563975,0.00036432933270358293,-0.5458629500633383,-0.544835098118842,-0.4202502526931066,0.5934692952928918,0
-1.0051403224858917,0.7004664875177086,-0.7545830941733912,-0.9341126347225686,0.8000716035349478,1.0652635525764649,-0.2899364734397623,-0.582562602993145,-0.5458629500633383,0.8654064859841686,-0.7982415210241836,1.3894600628967404,0
-1.7298922449633256,-0.09998326759332328,-0.04231147783755015,-0.23561782746834822,-0.9692643545243702,0.4488786420980824,-0.7439573544433259,-0.582562602993145,1.3068751070035713,-0.09408921320356092,-0.36721729652423934,-0.6597227809759769,0
-0.07331642215776212,-0.06952267520241459,-0.5307263004678412,-0.7544462910582622,-0.0845963754947112,-0.15772238091238946,0.2750672895868945,0.5832912616585522,-0.5458629500633383,0.08498449332230534,-0.6607764929943999,-0.14824937451978487,0
-0.9016043335605439,-0.37506114154798276,-0.4696744476390548,1.1548164926513211,-0.0845963754947112,-0.9355414346113003,0.8098029938799804,0.5832912616585522,-0.5458629500633383,-0.5110762646855921,0.7877894089325649,-0.5404886267377972,0
0.7549714892450197,-0.6339120662869032,-0.6528300061254139,1.9841713796988616,0.8000716035349478,0.5222577981074139,-1.0567272946902253,-0.582562602993145,-0.5458629500633383,-0.8050901559768499,2.2785713467899877,1.024356859574314,0
-0.38392438893380526,-0.46305913750220307,-0.8970374174405594,-0.09430064050691345,-0.9692643545243702,-0.5490778796288224,0.860249758435932,1.1662181939844007,-0.5458629500633383,-0.47410487660239703,-0.03624958422958019,-0.9952230218668551,0
-1.4192842781872825,0.668230483053359,0.14084408064880888,0.6506251165227983,-0.0845963754947112,0.2336331178040443,-0.16886423850547871,0.00036432933270358293,-0.5458629500633383,0.569022104318174,-0.2623532642129946,0.04910370835720226,0
-0.38392438893380526,0.5597195608160556,-0.3679213595910775,-0.7997583477911286,-0.9692643545243702,0.09176674951933761,-0.19913229723904963,0.00036432933270358293,1.3068751070035713,0.6782870936287665,-0.7453587998586274,-0.7797792397261439,0
0.030219566767585603,-0.709256081979465,-0.6731806237350094,-0.8115571309324909,-0.0845963754947112,2.1463831177806125,-2.459147349345677,0.00036432933270358293,-0.5458629500633383,-0.528985224138698,-0.5034804445275329,1.013666900918477,0
0.4443635224689765,-0.5869697227011291,0.40540210957355,-0.390926155852106,-0.0845963754947112,-0.5392939921609117,-0.017523944837624206,0.00036432933270358293,-0.5458629500633383,-0.47361234844142625,-0.16965826716996024,-0.3406686303248474,0
-0.28038840000845755,-0.8770475595171078,1.0362712554710092,-0.4998838109912393,-0.0845963754947112,0.49290613570368114,-0.25966841470619145,1.1662181939844007,-0.5458629500633383,-0.7402988708014012,0.14433288975052885,0.17985012576320628,0
0.23729154461828103,1.4626710670257659,-0.40862259481026847,0.6190751952947432,-0.9692643545243702,0.25809283647382175,0.0329228197183273,-0.582562602993145,-0.5458629500633383,1.219785264204215,-0.4430859731964149,-0.7238625329109976,0
-0.38392438893380526,0.3190683868823337,-0.06266209544714571,-0.3419624504128307,1.6847395825646068,-0.6175650919041985,0.557569171100223,1.1662181939844007,-0.5458629500633383,0.4406851535743768,-0.5398373153288527,0.8960773557042723,0
-0.38392438893380526,1.1776220151926746,-0.49002506524865025,-0.02357763911189597,-0.9692643545243702,1.148426596053707,-0.915476353933561,1.1662181939844007,-0.5458629500633383,1.0897038104902697,-0.5667293809215644,-0.42454369054756724,0
0.23729154461828103,1.180986658923478,0.07979222782002253,-0.11233298961489094,-0.0845963754947112,0.03795536844582743,-0.07806006230476602,-1.1654895353189936,-0.5458629500633383,1.191421997334374,-0.5909172164546739,-0.049572833081291304,0
0.030219566767585603,0.37325126224405597,-0.32722012437188663,-0.07484571659613244,-0.9692643545243702,-1.1703547338411606,1.6371299325975852,0.00036432933270358293,1.3068751070035713,0.3345278580794582,-0.44428785322290487,-1.2040883679116667,0
-0.38392438893380526,-0.16768869176572201,0.36470087435435905,-0.4627101765116817,1.6847395825646068,-0.2946968054631408,0.46676499489951023,2.332072058636098,-0.5458629500633383,-0.019412411197272553,-0.47117991881561655,1.1674378446601301,1
0.13375555569293332,-0.3268308450398218,-0.3068695067622912,1.857003398026728,-0.9692643545243702,1.9507053684223958,-1.651999116450453,-1.1654895353189936,-0.5458629500633383,-0.8283533731798641,1.1874145177404603,-0.1548278106156846,0
-1.7298922449633256,-0.8774087112493245,1.3822317548341319,1.123648662818245,0.8000716035349478,-0.7007281353814405,0.30533534832046544,-0.582562602993145,-0.5458629500633383,-0.9156929153246599,2.758121477359462,0.20205234758686733,0
0.13375555569293332,-0.8336297943807945,-0.40862259481026847,-0.44628584721579706,-0.0845963754947112,-0.6175650919041985,0.1539950546526109,-1.7484164676448424,-0.5458629500633383,-0.7034196331483232,0.12600421934655773,-0.38013924690024486,0
